,state,date,max_temp,humidity,cloudiness,wind_speed,description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sum_passengers,city_rank,qol_index,purchase_power,safety,healh_care,cost_of_living,prop_to_income_ratio,traffic_comm_time,pollution,climate,city,latitude,longitude,high_q
2131,CA,2023-03-02 02:07:33,50.41,49,30,10.0,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Rancho Santa Margarita,33.6409,-117.6031,1
2137,AL,2023-03-02 02:07:34,73.09,83,0,11.5,,,,,,,,,,,,0.00M,,,,,,,,,,,Cullman,34.1748,-86.8436,0
2138,GA,2023-03-02 02:07:34,71.28,82,100,4.61,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Dalton,34.7698,-84.9702,0
2139,PA,2023-03-02 02:08:34,45.12,81,100,6.08,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Bloomsburg,41.0037,-76.4549,0
2141,VA,2023-03-02 02:08:35,52.39,75,0,6.91,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Staunton,38.1496,-79.0717,0
2142,FL,2023-03-02 02:08:35,69.82,89,0,5.23,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Spring Hill,28.4769,-82.5255,1
2146,NY,2023-03-02 02:08:36,40.95,92,100,8.99,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Mastic,40.802,-72.8409,0
2148,AL,2023-03-02 02:08:37,72.97,73,20,4.61,,,,,,,,,,,,0.00M,,,,,,,,,,,Anniston,33.6598,-85.8316,0
2149,CA,2023-03-02 02:03:48,38.7,64,100,25.46,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Apple Valley,34.5008,-117.1859,1
2155,ID,2023-03-02 02:08:38,27.1,85,0,3.44,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Ammon,43.4696,-111.9666,0
2156,TN,2023-03-02 02:04:33,69.46,45,100,1.01,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Shelbyville,35.4834,-86.4603,0
2157,FL,2023-03-02 02:08:39,75.06,83,0,10.36,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Cocoa,28.3861,-80.742,1
2161,IL,2023-03-02 02:08:39,53.53,78,0,8.05,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Vermilion,40.1667,-87.7506,0
2162,MA,2023-03-02 02:08:40,36.93,71,100,11.5,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,North Adams,42.7009,-73.1087,0
2163,KY,2023-03-02 02:08:41,66.09,78,100,11.5,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Okolona,38.1412,-85.6877,0
2164,CA,2023-03-02 02:08:41,53.94,52,51,8.01,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Tiburon,37.8735,-122.4566,1
2170,IN,2023-03-02 02:06:51,57.63,70,0,12.66,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Zionsville,39.9509,-86.2619,0
2171,MA,2023-03-02 02:08:42,38.34,80,100,6.91,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,West Springfield,42.107,-72.6204,0
2172,LA,2023-03-02 02:08:42,78.01,82,100,12.66,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,New Orleans,29.9547,-90.0751,0
2173,MA,2023-03-02 02:08:43,36.23,80,100,14.97,   Government Expenditures ,268421.0,290578.0,294791.0,310258.0,321513.0,328040.0,334465.0,318123.0,327764.0,348418.0,45.33M,36.0,168.2,108.5,60.7,74.5,84.5,7.8,45.0,30.8,71.7,Pittsfield,42.4501,-73.2454,0
2174,KS,2023-03-02 02:06:27,51.19,33,0,6.91,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Wichita,37.6922,-97.3375,0
2175,AL,2023-03-02 02:08:43,74.77,84,100,9.22,,,,,,,,,,,,0.00M,,,,,,,,,,,Fairhope,30.523,-87.9033,0
2176,TN,2023-03-02 02:06:57,67.86,59,75,0.0,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Kingsport,36.5484,-82.5618,0
2177,HI,2023-03-02 02:07:13,74.43,83,40,25.32,   Government Expenditures ,143873.0,161946.0,169065.0,180610.0,184220.0,186628.0,191721.0,184088.0,188410.0,204287.0,,52.0,152.2,75.4,52.4,72.5,103.0,9.2,41.3,37.3,95.3,Wailuku,20.8911,-156.5047,0
2178,AL,2023-03-02 02:07:48,75.29,62,0,11.5,,,,,,,,,,,,0.00M,,,,,,,,,,,Millbrook,32.4799,-86.3619,0
2179,OH,2023-03-02 02:08:45,66.54,56,75,12.66,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Gahanna,40.0192,-82.8793,1
2181,CA,2023-03-02 02:08:46,46.99,63,93,6.26,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Lamont,35.2597,-118.9143,1
2187,AL,2023-03-02 02:08:47,74.62,75,96,11.18,,,,,,,,,,,,0.00M,,,,,,,,,,,Gardendale,33.6601,-86.8128,0
2188,NY,2023-03-02 02:08:47,42.4,84,100,6.91,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Port Washington,40.8257,-73.6982,0
2190,CO,2023-03-02 02:04:33,30.87,86,100,3.44,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Fort Collins,40.5853,-105.0844,0
2191,CT,2023-03-02 02:08:48,38.44,72,100,3.44,   Government Expenditures ,139311.0,147599.0,154708.0,159055.0,154264.0,148680.0,145438.0,151814.0,160154.0,169307.0,3.38M,,,,,,,,,,,Willimantic,41.7107,-72.2081,0
2192,CA,2023-03-02 02:08:31,47.12,93,100,5.28,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Shasta Lake,40.6804,-122.3708,1
2198,WI,2023-03-02 02:08:49,44.1,65,30,3.0,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Fort Atkinson,42.9289,-88.8371,0
2200,WA,2023-03-02 02:08:49,41.05,45,40,6.91,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,East Wenatchee,47.4157,-120.2931,0
2202,MO,2023-03-02 02:09:49,58.37,60,0,11.5,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Lemay,38.5334,-90.2793,0
2204,NC,2023-03-02 02:09:51,60.58,84,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Albemarle,35.3501,-80.2001,1
2206,OR,2023-03-02 02:08:30,44.44,71,75,4.61,   Government Expenditures ,286360.0,314568.0,341102.0,373430.0,397852.0,419070.0,432574.0,440083.0,447040.0,475288.0,1.65M,12.0,173.8,111.0,44.5,72.6,82.9,5.0,33.5,32.6,89.6,Oregon City,45.3573,-122.6068,0
2207,NC,2023-03-02 02:07:42,59.36,82,100,3.42,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Apex,35.7327,-78.8503,1
2209,OR,2023-03-02 02:09:22,44.33,61,0,0.0,   Government Expenditures ,286360.0,314568.0,341102.0,373430.0,397852.0,419070.0,432574.0,440083.0,447040.0,475288.0,1.65M,12.0,173.8,111.0,44.5,72.6,82.9,5.0,33.5,32.6,89.6,Medford,42.3265,-122.8756,0
2210,TN,2023-03-02 02:05:18,71.33,84,100,9.22,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Mount Juliet,36.2001,-86.5186,0
2211,NH,2023-03-02 02:09:52,33.17,92,100,2.77,   Government Expenditures ,48251.0,53663.0,58165.0,62526.0,64274.0,63894.0,64253.0,65483.0,69155.0,72456.0,0.00M,,,,,,,,,,,Moultonborough,43.7548,-71.3967,0
2212,IL,2023-03-02 02:09:04,49.19,60,0,5.99,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Huntley,42.1681,-88.4281,0
2213,FL,2023-03-02 02:09:53,72.14,65,0,0.0,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Palmetto,27.5214,-82.5723,1
2217,TN,2023-03-02 02:07:11,64.85,94,100,13.8,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Clarksville,36.5298,-87.3595,0
2218,AR,2023-03-02 02:09:54,63.86,89,100,8.99,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Bryant,34.5959,-92.4891,0
2219,OK,2023-03-02 02:09:54,48.2,21,0,10.36,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Guymon,36.6828,-101.4816,1
2220,ID,2023-03-02 02:09:55,28.18,83,100,14.0,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Pocatello,42.8713,-112.4455,0
2221,OK,2023-03-02 02:09:55,50.95,51,0,0.0,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Bartlesville,36.7473,-95.9808,1
2222,TX,2023-03-02 02:09:56,73.56,82,75,11.5,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Woodway,31.506,-97.205,1
2226,CA,2023-03-02 02:09:56,36.09,66,99,26.24,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Adelanto,34.5828,-117.4092,1
2232,NM,2023-03-02 02:08:52,39.88,54,100,1.99,   Government Expenditures ,169136.0,182143.0,193085.0,202443.0,201687.0,196499.0,195241.0,196954.0,205522.0,216422.0,0.28M,19.0,172.6,149.2,28.1,62.8,69.1,3.8,29.2,34.8,67.1,Farmington,36.7281,-108.2187,0
2233,OH,2023-03-02 02:09:10,57.4,67,75,5.75,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Massillon,40.7967,-81.5215,1
2235,AR,2023-03-02 02:09:57,60.76,70,100,0.94,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Sebastian,35.1668,-94.2669,0
2236,AR,2023-03-02 02:09:59,68.95,87,100,17.27,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Pine Bluff,34.2284,-92.0032,0
2237,NC,2023-03-02 02:08:35,59.27,85,100,3.58,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Durham,36.0335,-78.8664,1
2239,GA,2023-03-02 02:10:00,71.42,80,100,3.44,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Fort Oglethorpe,34.949,-85.2569,0
2240,NY,2023-03-02 02:10:01,37.45,86,100,5.75,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Ogdensburg,44.6942,-75.4863,0
2242,TX,2023-03-02 02:09:09,79.54,76,0,9.22,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Austin,30.2672,-97.7431,1
2246,MO,2023-03-02 02:10:02,64.33,100,100,0.0,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Sikeston,36.8767,-89.5879,0
2248,RI,2023-03-02 02:10:03,37.2,83,100,3.44,   Government Expenditures ,42693.0,46694.0,49380.0,52197.0,51956.0,51498.0,51353.0,53446.0,56439.0,61275.0,1.01M,,,,,,,,,,,Smithfield,41.922,-71.5495,0
2249,FL,2023-03-02 02:10:05,75.0,78,0,5.75,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Jensen Beach,27.2545,-80.2298,1
2253,KY,2023-03-02 02:11:06,66.18,84,100,6.91,   Government Expenditures ,162620.0,181791.0,195102.0,212780.0,220142.0,226164.0,234211.0,244970.0,257747.0,282749.0,0.00M,,,,,,,,,,,Valley Station,38.1112,-85.8702,0
2254,NY,2023-03-02 02:08:17,39.52,81,100,0.0,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Buffalo,42.8865,-78.8784,0
2256,MO,2023-03-02 02:10:22,53.89,44,0,1.01,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Joplin,37.0842,-94.5133,0
2258,PA,2023-03-02 02:10:32,53.17,79,40,4.61,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Meadville,41.6414,-80.1515,0
2260,WI,2023-03-02 02:11:08,48.74,59,0,13.8,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Kenosha,42.5667,-88.0501,0
2262,TX,2023-03-02 02:10:20,75.76,79,40,3.44,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Temple,31.0982,-97.3428,1
2266,TX,2023-03-02 02:11:09,70.95,94,40,3.44,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Sulphur Springs,33.1385,-95.6011,1
2270,PA,2023-03-02 02:11:10,53.19,71,100,4.61,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Oil City,41.4339,-79.7064,0
2272,AZ,2023-03-02 02:11:10,56.52,45,74,31.27,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Green Valley,31.8543,-110.9937,0
2274,PA,2023-03-02 02:07:23,43.93,86,98,1.01,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Nanticoke,41.2054,-76.0049,0
2276,TX,2023-03-02 02:11:11,76.14,91,100,13.8,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Angleton,29.1694,-95.4319,1
2280,NH,2023-03-02 02:11:13,38.7,82,100,1.01,   Government Expenditures ,48251.0,53663.0,58165.0,62526.0,64274.0,63894.0,64253.0,65483.0,69155.0,72456.0,0.00M,,,,,,,,,,,North Hampton,42.9726,-70.8298,0
2281,LA,2023-03-02 02:11:14,78.13,75,1,1.99,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Baton Rouge,30.4508,-91.1545,0
2282,CA,2023-03-02 02:06:22,51.22,50,20,18.41,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Glen Avon,34.0117,-117.4848,1
2288,MS,2023-03-02 02:11:15,73.71,92,40,8.05,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Ocean Springs,30.4113,-88.8278,0
2289,SC,2023-03-02 02:11:15,67.46,91,100,5.46,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Newberry,34.2746,-81.6187,0
2290,AZ,2023-03-02 02:11:16,54.0,86,100,20.71,   Government Expenditures ,386583.0,426882.0,445864.0,475043.0,493474.0,516519.0,542143.0,541020.0,554363.0,592774.0,1.04M,14.0,173.1,118.4,47.7,59.4,72.5,5.8,29.1,27.8,72.7,Sun City West,33.662,-112.3413,0
2292,AL,2023-03-02 02:11:17,71.55,80,40,6.91,,,,,,,,,,,,0.00M,,,,,,,,,,,Albertville,34.2676,-86.2089,0
2293,FL,2023-03-02 02:10:04,70.99,79,0,3.44,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Ocala,29.1872,-82.1401,1
2297,IN,2023-03-02 02:11:18,66.15,79,75,11.5,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Jeffersonville,38.2776,-85.7372,0
2298,MO,2023-03-02 02:10:01,50.07,31,0,5.75,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Warrensburg,38.7628,-93.7361,0
2300,IA,2023-03-02 02:08:50,34.21,82,100,14.97,   Government Expenditures ,146985.0,152780.0,158470.0,161517.0,168328.0,175019.0,180499.0,187210.0,198314.0,218073.0,0.00M,,,,,,,,,,,Cedar Falls,42.5278,-92.4455,0
2301,IA,2023-03-02 02:11:20,26.82,93,100,21.85,   Government Expenditures ,146985.0,152780.0,158470.0,161517.0,168328.0,175019.0,180499.0,187210.0,198314.0,218073.0,0.00M,,,,,,,,,,,Storm Lake,42.6411,-95.2097,0
2302,IL,2023-03-02 02:11:21,51.35,64,0,10.36,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Lockport,41.5895,-88.0578,0
2303,CA,2023-03-02 02:11:21,25.63,83,40,5.75,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Truckee,39.328,-120.1833,1
2309,TN,2023-03-02 02:11:14,70.92,85,100,6.91,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Murfreesboro,35.8456,-86.3903,0
2310,WI,2023-03-02 02:11:22,34.9,92,100,10.36,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Oshkosh,44.0247,-88.5426,0
2312,NY,2023-03-02 02:11:22,42.44,79,100,6.91,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Mount Vernon,40.9126,-73.8371,0
2314,MO,2023-03-02 02:11:23,56.28,52,100,9.24,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Ozark,37.0209,-93.206,0
2316,SC,2023-03-02 02:12:24,68.38,86,0,5.75,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Anderson,34.5334,-82.6499,0
2317,FL,2023-03-02 02:12:25,73.98,88,0,0.0,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Punta Gorda,26.9298,-82.0454,1
2321,NC,2023-03-02 02:12:26,66.38,88,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Kinston,35.2627,-77.5816,1
2323,CA,2023-03-02 02:09:09,45.63,62,0,8.05,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Placerville,38.7296,-120.7986,1
